Region,District,FirstNation,Community,Water System Name,System Type,Advisory Type,Advisory Reasons,Date Set,Date Revoked ,BAND_NUMBER,BAND_NAME,LONGITUDE,LATITUDE,COORD_SYS,
Ontario,Thunder Bay,Rainy River,Rainy River First Nation,Rainy River ,PWS,1,2,2015-04-24,2015-04-29,,,,,,
Ontario,Thunder Bay,Rainy River,Rainy River First Nation,Rainy River ,PWS,1,6,2009-09-02,2009-09-21,,,,,,
Ontario,Thunder Bay,Rainy River,Rainy River First Nation,Rainy River ,PWS,1,6,2009-10-22,2009-11-06,,,,,,
Ontario,Thunder Bay,Rainy River,Rainy River First Nation,Rainy River ,PWS,1,6,2010-07-21,2010-07-27,,,,,,
Ontario,Thunder Bay,Rainy River,Rainy River First Nation,Rainy River ,PWS,1,2,2011-06-07,2011-06-17,,,,,,
Ontario,Thunder Bay,Rainy River,Rainy River First Nation,Rainy River ,PWS,1,3,2011-07-30,2011-08-15,,,,,,
Ontario,Thunder Bay,Rainy River,Rainy River First Nation,Rainy River ,PWS,1,2,2014-04-24,2014-04-29,,,,,,
Ontario,Thunder Bay,Rainy River,Rainy River First Nation,Rainy River ,PWS,1,2,2015-10-30,2015-11-05,,,,,,
Ontario,Thunder Bay,Rainy River,Rainy River First Nation,Rainy River ,PWS,1,2,2016-02-22,2016-02-29,,,,,,
Alberta,Treaty 8,Fort McMurray,Fort McMurray-Gregoire Lake,Raven's Nest Store,SPWS,1,"d,3",2009-10-09,2009-11-20,,,,,,
Alberta,Treaty 8,Sucker Creek,Sucker Creek,Ray's Gas Bar ,SPWS,1,"b,3",2013-04-06,2013-12-12,,,,,,
Alberta,Treaty 8,Sucker Creek,Sucker Creek,Ray's Gas Bar ,SPWS,1,"b,12",2015-02-09,None,,,,,,
Atlantic,,Potlotek,Potlotek,Potlotek,PWS,1,5,2015-02-13,2016-05-27,,,,,,
Alberta,Treaty 7,Blood,Blood,Red Crow College ,PWS,1,"l,8",2012-08-07,2012-08-10,,,,,,
Saskatchewan,,Red Earth,Red Earth,Red Earth,PWS,1,6,2006-04-20,2008-12-04,,,,,,
Saskatchewan,,Red Earth,Red Earth,Red Earth,PWS,1,2,2011-10-20,2011-11-30,,,,,,
Saskatchewan,,Red Earth,Red Earth,Red Earth,PWS,1,8,2013-09-27,2015-05-13,,,,,,
Saskatchewan,,Red Earth,Red Earth & Carrot River,Red Earth & Carrot River ,PWS,1,2,2012-06-27,2012-07-09,,,,,,
Saskatchewan,,Red Pheasant,Red Pheasant,Red Pheasant,PWS,1,2,2013-07-22,2013-07-25,,,,,,
Saskatchewan,,Red Pheasant,Red Pheasant,Red Pheasant,PWS,1,8,2014-12-23,2015-01-14,,,,,,
Manitoba,,Red Sucker Lake First Nation,Red Sucker Lake ,Red Sucker Lake ,PWS,DNC,unknown,2004-09-21,2004-09-24,,,,,,
Manitoba,,Red Sucker Lake First Nation,Red Sucker Lake,Red Sucker Lake ,PWS,DNC,1,2010-09-21,2010-09-24,,,,,,
Manitoba,,Red Sucker Lake First Nation,Red Sucker Lake ,Red Sucker Lake ,PWS,1,11,2011-09-04,2011-09-13,,,,,,
Manitoba,,Red Sucker Lake First Nation,Red Sucker Lake,Red Sucker Lake ,PWS,1,"f,12",2012-09-28,2012-10-01,,,,,,
Manitoba,,Red Sucker Lake First Nation,Red Sucker Lake,Red Sucker Lake ,PWS,1,"f,6",2013-05-10,2013-06-07,,,,,,
Manitoba, ,Red Sucker Lake First Nation,Red Sucker Lake,Red Sucker Nursing Station ,SPWS,1,"3,4",2004-05-04,2004-05-06,,,,,,
Alberta,Treaty 7,Tsuu T'ina Nation,Tsuu T'ina,Redwood Meadows,PWS,1,"P,9",2013-06-20,2013-07-12,,,,,,
Saskatchewan,,Cumberland House ,Reserve Center,Reserve Center ,PWS,1,2,2012-06-27,2012-07-04,,,,,,
Ontario,Thunder Bay,SERPENT RIVER,Rio Subdivision,Rio Subdivision (PH5) ,PWS,1,"2,5",2011-07-28,2011-08-23,,,,,,
Quebec,,Mashteuiatsh/Innu,Mashteuiatsh,MAS,PWS,1,3,2013-07-08,2013-07-11,,,,,,
Ontario,Thunder Bay,BIINJITIWAABIK ZAAGING ANISHINAABEK,Rocky Bay First Nation,Rocky Bay,PWS,1,"2,3",2015-08-10,2016-08-11,,,,,,
Ontario,Thunder Bay,BIINJITIWAABIK ZAAGING ANISHINAABEK,Rocky Bay First Nation,Rocky Bay,PWS,1,2,2004-01-20,2004-01-27,,,,,,
Ontario,Thunder Bay,BIINJITIWAABIK ZAAGING ANISHINAABEK,Rocky Bay First Nation,Rocky Bay,PWS,1,3,2005-03-15,2005-04-06,,,,,,
Ontario,Thunder Bay,BIINJITIWAABIK ZAAGING ANISHINAABEK,Rocky Bay First Nation,Rocky Bay,PWS,1,2,2006-11-27,2006-12-12,,,,,,
Ontario,Thunder Bay,BIINJITIWAABIK ZAAGING ANISHINAABEK,Rocky Bay First Nation,Rocky Bay,PWS,1,2,2007-07-10,2007-07-19,,,,,,
Ontario,Thunder Bay,BIINJITIWAABIK ZAAGING ANISHINAABEK,Rocky Bay First Nation,Rocky Bay,PWS,1,2,2007-10-18,2007-10-25,,,,,,
Ontario,Thunder Bay,BIINJITIWAABIK ZAAGING ANISHINAABEK,Rocky Bay First Nation,Rocky Bay,PWS,1,4,2007-11-09,2007-11-16,,,,,,
Ontario,Thunder Bay,BIINJITIWAABIK ZAAGING ANISHINAABEK,Rocky Bay First Nation,Rocky Bay,PWS,1,"2,3",2008-01-14,2008-01-25,,,,,,
Ontario,Thunder Bay,BIINJITIWAABIK ZAAGING ANISHINAABEK,Rocky Bay First Nation,Rocky Bay,PWS,1,"2,3",2008-02-29,2008-10-27,,,,,,
Ontario,Thunder Bay,BIINJITIWAABIK ZAAGING ANISHINAABEK,Rocky Bay First Nation,Rocky Bay,PWS,1,2,2010-10-21,2010-10-26,,,,,,
Ontario,Thunder Bay,BIINJITIWAABIK ZAAGING ANISHINAABEK,Rocky Bay First Nation,Rocky Bay,PWS,1,2,2011-06-25,2011-06-29,,,,,,
Ontario,Thunder Bay,BIINJITIWAABIK ZAAGING ANISHINAABEK,Rocky Bay First Nation,Rocky Bay,PWS,1,"2,3",2014-05-07,2014-05-09,,,,,,
Ontario,Thunder Bay,BIINJITIWAABIK ZAAGING ANISHINAABEK,Rocky Bay First Nation,Rocky Bay,PWS,1,3,2003-12-23,2004-01-12,,,,,,
Alberta,Treaty 8,Beaver,Boyer River,Rocky Lane ,PWS,1,4,2008-07-16,2008-10-03,,,,,,
Alberta,Treaty 8,Beaver,Boyer River,Rocky Lane ,PWS,1,3,2009-07-15,2009-07-31,,,,,,
Alberta,Treaty 8,Beaver,Boyer River,Rocky Lane ,PWS,1,3,2009-08-07,2009-09-09,,,,,,
Alberta,Treaty 8,Beaver,Boyer River,Rocky Lane ,PWS,1,"r,12",2012-08-04,2012-08-16,,,,,,
Alberta,Treaty 8,Beaver,Boyer River,Rocky Lane ,PWS,1,"k,5",2012-08-16,2012-08-17,,,,,,
Alberta,Treaty 8,Beaver,Boyer River,Rocky Lane ,PWS,1,"R,12",2012-08-17,2012-08-25,,,,,,
Alberta,Treaty 8,Beaver,Boyer River,Rocky Lane ,PWS,1,"R,3",2013-06-14,2013-08-15,,,,,,
Alberta,Treaty 8,Beaver,Boyer River,Rocky Lane ,PWS,1,"r,12",2013-09-13,2013-10-17,,,,,,
Alberta,Treaty 8,Beaver,Boyer River,Rocky Lane ,PWS,1,"f,12",2014-08-28,2014-09-11,,,,,,
Alberta,Treaty 8,Beaver ,Boyer River,Rocky Lane ,PWS,1,4,2007-07-31,2007-09-05,,,,,,
Alberta,Treaty 8,Beaver ,Boyer River,Rocky Lane  ,PWS,1,"F,12",2012-07-20,2012-07-20,,,,,,
Pacific,"Central District, Health Canada",LOWER NICOLA,Rocky Pines,Rocky Pines ,PWS,1,4,2006-01-13,2008-03-19,,,,,,
Atlantic,,SAINT MARY'S,Saint Mary's,Saint Mary's,PWS,1,2,2010-12-02,2010-12-04,,,,,,
Alberta,Treaty 8,Sucker Creek,Sucker Creek,Ruby's Gas Bar ,SPWS,1,"k,13",2011-08-27,2011-09-12,,,,,,
Alberta,Treaty 8,Sucker Creek,Sucker Creek,Ruby's Gas Bar ,SPWS,1,"r,12",2012-07-25,2012-09-08,,,,,,
Alberta,Treaty 8,Sucker Creek,Sucker Creek,Ruby's Gas Bar ,SPWS,1,"o,12",2013-08-12,2013-09-24,,,,,,
Ontario,Sioux Lookout,SACHIGO LAKE,Sachigo Lake,Sachigo Lake,PWS,1,2,2005-05-11,2005-05-13,,,,,,
Ontario,Sioux Lookout,SACHIGO LAKE,Sachigo Lake,Sachigo Lake,PWS,1,"2,3,5",2005-08-22,2005-08-30,,,,,,
Ontario,Sioux Lookout,SACHIGO LAKE,Sachigo Lake,Sachigo Lake,PWS,1,"2,5",2005-11-15,2005-12-15,,,,,,
Ontario,Sioux Lookout,SACHIGO LAKE,Sachigo Lake,Sachigo Lake,PWS,1,"2,3,4,5",2006-05-11,2006-05-24,,,,,,
Ontario,Sioux Lookout,SACHIGO LAKE,Sachigo Lake,Sachigo Lake,PWS,1,2,2006-08-09,2006-08-22,,,,,,
Ontario,Sioux Lookout,SACHIGO LAKE,Sachigo Lake,Sachigo Lake,PWS,1,2,2006-11-11,2006-11-16,,,,,,
Ontario,Sioux Lookout,SACHIGO LAKE,Sachigo Lake,Sachigo Lake,PWS,1,2,2006-12-29,2007-02-01,,,,,,
Ontario,Sioux Lookout,SACHIGO LAKE,Sachigo Lake,Sachigo Lake,PWS,1,3,2007-03-21,2007-04-02,,,,,,
Ontario,Sioux Lookout,SACHIGO LAKE,Sachigo Lake,Sachigo Lake,PWS,1,"2,5",2007-08-14,2007-09-25,,,,,,
Ontario,Sioux Lookout,SACHIGO LAKE,Sachigo Lake,Sachigo Lake,PWS,1,"2,5",2008-03-25,2008-07-25,,,,,,
Ontario,Sioux Lookout,SACHIGO LAKE,Sachigo Lake,Sachigo Lake,PWS,1,2,2008-11-14,2008-12-16,,,,,,
Ontario,Sioux Lookout,SACHIGO LAKE,Sachigo Lake,Sachigo Lake,PWS,1,"2,3,5",2009-01-15,2009-05-05,,,,,,
Ontario,Sioux Lookout,SACHIGO LAKE,Sachigo Lake,Sachigo Lake,PWS,1,"2,5",2009-06-03,2009-06-23,,,,,,
Ontario,Sioux Lookout,SACHIGO LAKE,Sachigo Lake,Sachigo Lake,PWS,1,5,2009-11-10,2009-11-25,,,,,,
Ontario,Sioux Lookout,SACHIGO LAKE,Sachigo Lake,Sachigo Lake,PWS,1,2,2010-03-19,2010-06-03,,,,,,
Ontario,Sioux Lookout,SACHIGO LAKE,Sachigo Lake,Sachigo Lake,PWS,1,2,2011-05-04,2011-08-09,,,,,,
Ontario,Sioux Lookout,SACHIGO LAKE,Sachigo Lake,Sachigo Lake,PWS,1,3,2013-06-13,2013-08-01,,,,,,
Ontario,Sioux Lookout,SACHIGO LAKE,Sachigo Lake,Sachigo Lake,PWS,1,2,2013-10-23,2013-11-12,,,,,,
Ontario,Sioux Lookout,SACHIGO LAKE,Sachigo Lake,Sachigo Lake,PWS,1,6,2014-03-11,2014-03-24,,,,,,
Ontario,Sioux Lookout,SACHIGO LAKE,Sachigo Lake,Sachigo Lake,PWS,1,"2,3",2015-06-23,2015-07-06,,,,,,
Ontario,Sioux Lookout,SACHIGO LAKE,Sachigo Lake,Sachigo Lake,PWS,1,2,2015-07-28,2015-08-17,,,,,,
Ontario,Sioux Lookout,SACHIGO LAKE,Sachigo Lake,Sachigo Lake,PWS,1,4,2015-10-26,2015-12-01,,,,,,
Ontario,Sioux Lookout,SACHIGO LAKE,Sachigo Lake,Sachigo Lake,PWS,1,3,2002-03-06,2002-04-11,,,,,,
Ontario,Sioux Lookout,SACHIGO LAKE,Sachigo Lake,Sachigo Lake,PWS,DNC,"1,6",2003-08-22,2003-09-23,,,,,,
Alberta,Treaty 6,Saddle Lake,Saddle Lake,Saddle Lake,PWS,1,6,2004-10-01,2006-05-12,,,,,,
Alberta,Treaty 6,Saddle Lake,Saddle Lake,Saddle Lake,PWS,1,4,2009-08-19,2009-09-09,,,,,,
Alberta,Treaty 6,Saddle Lake,Saddle Lake,Saddle Lake,PWS,1,8,2009-10-30,2014-06-02,,,,,,
Alberta,Treaty 6,Saddle Lake,Saddle Lake,Saddle Lake,PWS,1,"A,8",2011-11-15,2011-11-28,,,,,,
